customer,state,customer lifetime value,response,coverage,education,effective to date,employment status,gender,income,location code,marital status,monthly premium auto,months since last claim,months since policy inception,number of open complaints,number of policies,policy type,policy,renew offer type,sales channel,total claim amount,vehicle class,vehicle size,vehicle type,month,response_numerical,claims
LM84078,Oregon,12176.00621,No,Basic,College,2/21/11,Unemployed,M,"(-0.001, 25820.0]",Suburban,Single,117,5.0,3,0.0,2,Personal Auto,Personal L2,Offer3,Web,1373.258272,SUV,Medsize,M,2,0,"(773.434, 2893.24]"
RI85578,Washington,2638.140052,No,Basic,Bachelor,2/22/11,Employed,F,"(68532.8, 99981.0]",Suburban,Married,65,24.0,12,0.0,1,Personal Auto,Personal L3,Offer2,Call Center,348.82656,Two-Door Car,Small,A,2,0,"(334.039, 383.945]"
RN20799,Arizona,4755.194923,No,Basic,High School or Below,1/27/11,Retired,F,"(-0.001, 25820.0]",Suburban,Married,63,13.0,0,0.0,7,Personal Auto,Personal L2,Offer2,Agent,302.4,Four-Door Car,Small,M,1,0,"(212.799, 302.4]"
IC94434,California,8257.666512,Yes,Basic,Bachelor,1/12/11,Disabled,F,"(-0.001, 25820.0]",Suburban,Married,73,4.0,47,0.0,2,Corporate Auto,Corporate L1,Offer2,Call Center,424.330166,Four-Door Car,Medsize,A,1,1,"(383.945, 453.6]"
VE85103,Nevada,2449.128459,No,Basic,College,1/8/11,Medical Leave,M,"(-0.001, 25820.0]",Suburban,Married,72,24.0,76,4.0,1,Personal Auto,Personal L2,Offer4,Agent,345.6,Four-Door Car,Large,M,1,0,"(334.039, 383.945]"
PO27978,Oregon,14727.50526,No,Basic,Doctor,2/19/11,Employed,F,"(68532.8, 99981.0]",Urban,Single,73,35.0,36,0.0,2,Personal Auto,Personal L1,Offer1,Call Center,236.614219,Two-Door Car,Medsize,A,2,0,"(212.799, 302.4]"
QN68814,Oregon,2373.795076,No,Basic,Bachelor,1/14/11,Unemployed,M,"(-0.001, 25820.0]",Suburban,Married,65,32.0,88,0.0,1,Corporate Auto,Corporate L2,Offer1,Agent,312.0,Two-Door Car,Medsize,A,1,0,"(302.4, 334.039]"
VP89545,Arizona,4522.883533,No,Basic,College,2/1/11,Unemployed,M,"(-0.001, 25820.0]",Suburban,Married,61,8.0,78,0.0,9,Personal Auto,Personal L3,Offer1,Web,292.8,Four-Door Car,Medsize,M,2,0,"(212.799, 302.4]"
UY57856,Oregon,2987.949471,No,Extended,College,2/27/11,Unemployed,F,"(-0.001, 25820.0]",Suburban,Single,83,14.0,22,0.0,1,Corporate Auto,Corporate L2,Offer3,Branch,708.693556,Four-Door Car,Medsize,M,2,0,"(599.062, 773.434]"
PK47936,Washington,8750.710415,No,Premium,High School or Below,1/5/11,Employed,F,"(-0.001, 25820.0]",Suburban,Married,110,20.0,43,0.0,5,Personal Auto,Personal L3,Offer4,Call Center,528.0,Four-Door Car,Medsize,M,1,0,"(513.6, 599.062]"
UH59257,Washington,7540.911474,No,Extended,Doctor,2/14/11,Employed,M,"(44428.0, 68532.8]",Suburban,Married,96,33.0,30,2.0,4,Personal Auto,Personal L3,Offer2,Agent,689.507724,Two-Door Car,Medsize,A,2,0,"(599.062, 773.434]"
KU94282,Oregon,10016.28847,No,Basic,Master,1/16/11,Employed,F,"(44428.0, 68532.8]",Rural,Married,62,3.0,12,0.0,2,Personal Auto,Personal L2,Offer2,Agent,83.897335,Two-Door Car,Medsize,A,1,0,"(0.098, 104.085]"
AD33971,California,12564.06775,No,Basic,Doctor,1/14/11,Unemployed,M,"(-0.001, 25820.0]",Suburban,Married,68,15.0,52,0.0,2,Personal Auto,Personal L3,Offer2,Web,326.4,Four-Door Car,Medsize,A,1,0,"(302.4, 334.039]"
ZY49833,California,5963.174005,No,Basic,Bachelor,1/6/11,Employed,F,"(68532.8, 99981.0]",Urban,Married,74,6.0,84,0.0,8,Personal Auto,Personal L2,Offer2,Web,331.116399,Four-Door Car,Small,A,1,0,"(302.4, 334.039]"
QH90382,Oregon,4187.77657,No,Premium,Master,1/19/11,Employed,F,"(44428.0, 68532.8]",Rural,Married,103,35.0,57,0.0,1,Personal Auto,Personal L2,Offer2,Branch,163.955502,Two-Door Car,Small,M,1,0,"(104.085, 212.799]"
HH49391,Oregon,9414.943031,No,Extended,High School or Below,1/10/11,Retired,M,"(-0.001, 25820.0]",Suburban,Divorced,132,14.0,4,0.0,4,Special Auto,Special L1,Offer3,Web,633.6,SUV,Medsize,M,1,0,"(599.062, 773.434]"
ZZ77357,Nevada,4468.2209,No,Basic,High School or Below,1/9/11,Unemployed,M,"(-0.001, 25820.0]",Suburban,Single,65,16.0,61,0.0,9,Corporate Auto,Corporate L2,Offer1,Agent,468.0,Two-Door Car,Medsize,A,1,0,"(453.6, 513.6]"
AD12500,California,17822.56375,No,Extended,High School or Below,2/23/11,Employed,F,"(25820.0, 44428.0]",Suburban,Single,228,17.0,50,0.0,9,Personal Auto,Personal L2,Offer3,Call Center,1273.741085,Luxury Car,Small,A,2,0,"(773.434, 2893.24]"
LG85340,Oregon,8086.011196,No,Basic,Bachelor,2/3/11,Employed,F,"(68532.8, 99981.0]",Rural,Married,100,14.0,8,0.0,7,Personal Auto,Personal L3,Offer3,Agent,141.654965,Sports Car,Medsize,A,2,0,"(104.085, 212.799]"
CF50291,California,4272.80504,No,Premium,College,2/20/11,Unemployed,F,"(-0.001, 25820.0]",Suburban,Single,114,0.0,75,0.0,1,Personal Auto,Personal L2,Offer1,Call Center,1343.619461,Four-Door Car,Small,A,2,0,"(773.434, 2893.24]"
IC51895,Arizona,10970.13221,No,Extended,College,2/27/11,Employed,F,"(25820.0, 44428.0]",Suburban,Married,92,6.0,33,0.0,2,Personal Auto,Personal L2,Offer2,Branch,599.811172,Two-Door Car,Medsize,A,2,0,"(599.062, 773.434]"
ZR72236,Nevada,5226.286197,No,Basic,Master,1/26/11,Employed,M,"(68532.8, 99981.0]",Urban,Married,65,3.0,30,0.0,9,Personal Auto,Personal L3,Offer2,Branch,263.844471,Two-Door Car,Medsize,M,1,0,"(212.799, 302.4]"
BL93527,Arizona,2728.03759,No,Basic,High School or Below,2/27/11,Employed,M,"(25820.0, 44428.0]",Suburban,Single,69,0.0,75,0.0,1,Personal Auto,Personal L3,Offer1,Branch,331.2,Two-Door Car,Medsize,A,2,0,"(302.4, 334.039]"
VL80291,Nevada,3209.663044,No,Extended,Master,1/4/11,Employed,F,"(68532.8, 99981.0]",Rural,Divorced,79,6.0,40,0.0,1,Personal Auto,Personal L3,Offer2,Web,122.305677,Two-Door Car,Medsize,M,1,0,"(104.085, 212.799]"
WI29961,Nevada,5437.443727,No,Basic,High School or Below,2/3/11,Employed,M,"(25820.0, 44428.0]",Suburban,Married,69,19.0,88,0.0,8,Personal Auto,Personal L2,Offer2,Branch,331.2,Two-Door Car,Medsize,A,2,0,"(302.4, 334.039]"
UN97379,Oregon,2538.62632,Yes,Basic,Bachelor,2/17/11,Retired,M,"(-0.001, 25820.0]",Suburban,Divorced,71,13.0,24,0.0,1,Corporate Auto,Corporate L3,Offer2,Web,340.8,Four-Door Car,Medsize,A,2,1,"(334.039, 383.945]"
PS57128,California,3834.735196,No,Extended,Bachelor,1/31/11,Employed,F,"(25820.0, 44428.0]",Rural,Single,99,4.0,64,0.0,1,Personal Auto,Personal L2,Offer3,Agent,240.24432,Four-Door Car,Medsize,A,1,0,"(212.799, 302.4]"
GP85044,Arizona,4533.733641,No,Basic,Bachelor,2/12/11,Employed,M,"(68532.8, 99981.0]",Rural,Married,113,4.0,74,0.0,1,Special Auto,Special L1,Offer1,Agent,156.736745,SUV,Medsize,A,2,0,"(104.085, 212.799]"
SK32629,California,4904.894731,Yes,Extended,College,2/14/11,Retired,F,"(-0.001, 25820.0]",Suburban,Divorced,139,3.0,51,0.0,1,Personal Auto,Personal L3,Offer1,Agent,667.2,Sports Car,Medsize,A,2,1,"(599.062, 773.434]"
DP23630,California,7411.813055,No,Basic,High School or Below,2/22/11,Unemployed,M,"(-0.001, 25820.0]",Suburban,Single,73,6.0,19,0.0,2,Personal Auto,Personal L3,Offer1,Agent,525.6,Four-Door Car,Large,M,2,0,"(513.6, 599.062]"
MK87221,Arizona,3413.62256,No,Extended,High School or Below,2/12/11,Medical Leave,F,"(-0.001, 25820.0]",Suburban,Married,87,25.0,50,0.0,1,Personal Auto,Personal L2,Offer2,Agent,417.6,Two-Door Car,Medsize,M,2,0,"(383.945, 453.6]"
AH89786,Oregon,2174.111987,No,Basic,High School or Below,2/13/11,Retired,M,"(-0.001, 25820.0]",Suburban,Married,65,35.0,62,3.0,1,Personal Auto,Personal L1,Offer2,Branch,468.0,Two-Door Car,Medsize,M,2,0,"(453.6, 513.6]"
WN69789,California,2526.729022,No,Basic,College,2/4/11,Employed,F,"(25820.0, 44428.0]",Suburban,Married,63,6.0,41,0.0,1,Personal Auto,Personal L3,Offer4,Call Center,343.705799,Four-Door Car,Medsize,A,2,0,"(334.039, 383.945]"
TT82373,California,10937.1785,No,Extended,Bachelor,1/8/11,Employed,F,"(-0.001, 25820.0]",Suburban,Married,138,15.0,35,0.0,4,Personal Auto,Personal L2,Offer1,Branch,938.513425,Sports Car,Medsize,M,1,0,"(773.434, 2893.24]"
BH35482,Washington,4930.949334,No,Basic,Doctor,1/20/11,Employed,M,"(68532.8, 99981.0]",Rural,Married,61,27.0,12,0.0,3,Corporate Auto,Corporate L3,Offer3,Web,136.291083,Two-Door Car,Medsize,M,1,0,"(104.085, 212.799]"
GL33494,Oregon,5460.373249,No,Basic,Master,2/15/11,Employed,F,"(25820.0, 44428.0]",Suburban,Married,69,24.0,47,1.0,3,Personal Auto,Personal L3,Offer1,Branch,331.2,Two-Door Car,Medsize,A,2,0,"(302.4, 334.039]"
HK40573,California,14382.56463,No,Extended,College,1/8/11,Employed,M,"(44428.0, 68532.8]",Urban,Married,121,22.0,25,0.0,2,Personal Auto,Personal L2,Offer1,Call Center,403.737293,SUV,Medsize,A,1,0,"(383.945, 453.6]"
IW56740,Oregon,15519.67161,No,Extended,High School or Below,1/20/11,Medical Leave,M,"(-0.001, 25820.0]",Suburban,Divorced,82,3.0,28,0.0,2,Personal Auto,Personal L3,Offer3,Agent,393.6,Two-Door Car,Medsize,M,1,0,"(383.945, 453.6]"
XL58577,California,12168.74492,Yes,Basic,Bachelor,2/5/11,Retired,M,"(-0.001, 25820.0]",Suburban,Divorced,115,2.0,75,0.0,2,Personal Auto,Personal L2,Offer1,Branch,828.0,SUV,Medsize,A,2,1,"(773.434, 2893.24]"
KY32675,Arizona,14970.28509,No,Extended,High School or Below,1/11/11,Employed,M,"(68532.8, 99981.0]",Suburban,Married,93,7.0,91,0.0,2,Special Auto,Special L3,Offer2,Branch,620.011594,Two-Door Car,Small,A,1,0,"(599.062, 773.434]"
ST27958,Washington,4386.277558,Yes,Basic,College,2/11/11,Retired,M,"(-0.001, 25820.0]",Suburban,Single,67,28.0,22,0.0,5,Personal Auto,Personal L3,Offer1,Agent,321.6,Four-Door Car,Medsize,A,2,1,"(302.4, 334.039]"
UG72692,Oregon,2378.090679,No,Basic,Bachelor,1/8/11,Unemployed,M,"(-0.001, 25820.0]",Suburban,Single,70,35.0,74,0.0,1,Personal Auto,Personal L3,Offer1,Branch,734.072654,Four-Door Car,Small,M,1,0,"(599.062, 773.434]"
WO30947,Washington,5348.30258,No,Basic,Bachelor,1/8/11,Employed,M,"(25820.0, 44428.0]",Urban,Married,70,14.0,95,3.0,3,Personal Auto,Personal L2,Offer2,Call Center,292.434826,Four-Door Car,Medsize,M,1,0,"(212.799, 302.4]"
OM99303,Arizona,2701.488341,No,Basic,High School or Below,1/5/11,Employed,F,"(68532.8, 99981.0]",Suburban,Married,67,1.0,33,0.0,1,Personal Auto,Personal L3,Offer4,Branch,321.6,Two-Door Car,Medsize,A,1,0,"(302.4, 334.039]"
LP47259,Arizona,8324.23271,No,Extended,High School or Below,1/1/11,Unemployed,M,"(-0.001, 25820.0]",Suburban,Single,121,11.0,92,0.0,5,Corporate Auto,Corporate L3,Offer2,Branch,871.2,Sports Car,Medsize,A,1,0,"(773.434, 2893.24]"
GP67583,Arizona,8207.777598,No,Premium,College,1/12/11,Employed,M,"(25820.0, 44428.0]",Suburban,Married,102,7.0,2,0.0,4,Personal Auto,Personal L3,Offer1,Web,489.6,Four-Door Car,Medsize,A,1,0,"(453.6, 513.6]"
MC53402,Washington,2215.912948,No,Basic,College,1/4/11,Unemployed,M,"(-0.001, 25820.0]",Suburban,Single,66,31.0,14,0.0,1,Personal Auto,Personal L2,Offer3,Branch,389.944994,Two-Door Car,Medsize,A,1,0,"(383.945, 453.6]"
WK52692,Oregon,4627.090729,No,Extended,College,1/16/11,Medical Leave,F,"(25820.0, 44428.0]",Suburban,Married,129,15.0,41,4.0,1,Personal Auto,Personal L2,Offer1,Call Center,619.2,SUV,Medsize,A,1,0,"(599.062, 773.434]"
WH36754,Oregon,19088.34203,No,Basic,College,1/21/11,Employed,F,"(25820.0, 44428.0]",Urban,Divorced,61,10.0,73,0.0,2,Personal Auto,Personal L1,Offer1,Branch,251.886847,Four-Door Car,Small,M,1,0,"(212.799, 302.4]"
XC15133,Nevada,2574.020376,Yes,Basic,Master,1/14/11,Employed,F,"(25820.0, 44428.0]",Rural,Single,65,23.0,73,0.0,1,Personal Auto,Personal L3,Offer2,Web,42.689135,Four-Door Car,Medsize,M,1,1,"(0.098, 104.085]"
VM77872,California,7685.652168,No,Premium,High School or Below,1/5/11,Unemployed,M,"(-0.001, 25820.0]",Suburban,Single,111,22.0,95,0.0,3,Corporate Auto,Corporate L3,Offer3,Branch,799.2,Four-Door Car,Large,M,1,0,"(773.434, 2893.24]"
QK23742,California,2302.818965,No,Basic,College,2/11/11,Unemployed,F,"(-0.001, 25820.0]",Suburban,Single,63,13.0,48,0.0,1,Corporate Auto,Corporate L2,Offer3,Web,732.638975,Four-Door Car,Large,M,2,0,"(599.062, 773.434]"
KL27226,California,6412.368115,No,Extended,Bachelor,1/2/11,Employed,M,"(44428.0, 68532.8]",Suburban,Divorced,83,20.0,50,2.0,4,Personal Auto,Personal L3,Offer3,Branch,478.750667,Four-Door Car,Medsize,A,1,0,"(453.6, 513.6]"
NE16405,California,2582.408525,Yes,Basic,Bachelor,2/14/11,Employed,F,"(68532.8, 99981.0]",Urban,Married,64,2.0,68,0.0,1,Personal Auto,Personal L2,Offer2,Agent,201.455005,Four-Door Car,Medsize,M,2,1,"(104.085, 212.799]"
CS15289,Oregon,16138.41628,No,Basic,Master,2/5/11,Employed,F,"(68532.8, 99981.0]",Rural,Married,199,14.0,48,0.0,3,Personal Auto,Personal L3,Offer2,Branch,419.26062,Luxury SUV,Small,A,2,0,"(383.945, 453.6]"
ZR11692,California,5103.296644,No,Basic,Bachelor,1/29/11,Employed,M,"(68532.8, 99981.0]",Urban,Married,64,23.0,43,0.0,8,Corporate Auto,Corporate L3,Offer3,Call Center,216.744457,Four-Door Car,Medsize,A,1,0,"(212.799, 302.4]"
TK13024,Oregon,4408.071476,No,Basic,College,2/3/11,Employed,M,"(68532.8, 99981.0]",Urban,Married,111,2.0,84,0.0,1,Personal Auto,Personal L3,Offer2,Web,313.270725,SUV,Medsize,A,2,0,"(302.4, 334.039]"
DT53270,Washington,4896.271406,No,Basic,College,1/7/11,Unemployed,F,"(-0.001, 25820.0]",Suburban,Single,71,9.0,6,0.0,3,Personal Auto,Personal L3,Offer2,Agent,421.147532,Four-Door Car,Large,M,1,0,"(383.945, 453.6]"
ZX23819,Oregon,7984.086473,No,Basic,High School or Below,2/10/11,Unemployed,F,"(-0.001, 25820.0]",Suburban,Single,72,1.0,77,0.0,2,Personal Auto,Personal L3,Offer2,Call Center,866.208321,Two-Door Car,Large,M,2,0,"(773.434, 2893.24]"
OG72448,Arizona,8150.573759,No,Premium,Bachelor,1/28/11,Unemployed,M,"(-0.001, 25820.0]",Suburban,Single,114,11.0,20,0.0,3,Personal Auto,Personal L2,Offer2,Branch,1310.46158,Four-Door Car,Small,M,1,0,"(773.434, 2893.24]"
GE63585,California,2420.711888,No,Basic,Bachelor,2/7/11,Employed,M,"(25820.0, 44428.0]",Urban,Divorced,62,5.0,29,0.0,1,Corporate Auto,Corporate L3,Offer1,Call Center,199.551735,Two-Door Car,Medsize,A,2,0,"(104.085, 212.799]"
YY29772,Arizona,2725.322949,No,Basic,High School or Below,1/4/11,Employed,F,"(44428.0, 68532.8]",Suburban,Married,69,35.0,85,1.0,1,Personal Auto,Personal L2,Offer1,Agent,452.271771,Four-Door Car,Medsize,M,1,0,"(383.945, 453.6]"
ZZ22193,California,5704.679894,No,Basic,Master,1/5/11,Employed,F,"(25820.0, 44428.0]",Suburban,Single,71,25.0,80,0.0,3,Personal Auto,Personal L2,Offer1,Agent,380.919824,Four-Door Car,Medsize,M,1,0,"(334.039, 383.945]"
US34108,California,4773.656279,No,Basic,Bachelor,2/19/11,Employed,F,"(25820.0, 44428.0]",Suburban,Married,63,1.0,93,4.0,4,Personal Auto,Personal L1,Offer1,Branch,302.4,Four-Door Car,Medsize,A,2,0,"(212.799, 302.4]"
HX55735,Nevada,4462.997006,Yes,Basic,Bachelor,1/30/11,Unemployed,F,"(-0.001, 25820.0]",Suburban,Single,73,35.0,52,3.0,5,Personal Auto,Personal L3,Offer1,Web,350.4,Two-Door Car,Medsize,A,1,1,"(334.039, 383.945]"
YT37186,California,17526.17908,No,Extended,Bachelor,1/19/11,Employed,F,"(44428.0, 68532.8]",Suburban,Married,220,29.0,72,1.0,8,Personal Auto,Personal L3,Offer3,Agent,1056.0,Luxury SUV,Medsize,A,1,0,"(773.434, 2893.24]"
IA87250,Arizona,2620.903729,No,Basic,Master,2/7/11,Employed,F,"(25820.0, 44428.0]",Rural,Divorced,66,29.0,45,0.0,1,Personal Auto,Personal L2,Offer4,Branch,65.590217,Four-Door Car,Medsize,M,2,0,"(0.098, 104.085]"
QO79771,California,3242.043926,No,Extended,Master,2/10/11,Employed,F,"(68532.8, 99981.0]",Rural,Married,81,2.0,50,2.0,1,Personal Auto,Personal L3,Offer2,Call Center,126.509441,Four-Door Car,Small,A,2,0,"(104.085, 212.799]"
KU13616,California,11315.20373,Yes,Premium,Bachelor,2/16/11,Disabled,F,"(-0.001, 25820.0]",Suburban,Divorced,101,18.0,39,0.0,2,Personal Auto,Personal L2,Offer1,Agent,484.8,Four-Door Car,Medsize,M,2,1,"(453.6, 513.6]"
HB24005,California,2347.048112,No,Basic,College,2/2/11,Employed,M,"(25820.0, 44428.0]",Urban,Single,62,17.0,29,1.0,1,Personal Auto,Personal L1,Offer1,Agent,244.269407,Four-Door Car,Small,M,2,0,"(212.799, 302.4]"
VN30344,California,5412.696604,No,Extended,College,1/22/11,Unemployed,M,"(-0.001, 25820.0]",Suburban,Single,80,8.0,44,0.0,3,Personal Auto,Personal L3,Offer2,Agent,576.0,Four-Door Car,Small,A,1,0,"(513.6, 599.062]"
EO95783,Arizona,26763.82631,No,Basic,High School or Below,1/22/11,Employed,M,"(68532.8, 99981.0]",Rural,Divorced,74,34.0,80,0.0,2,Personal Auto,Personal L3,Offer2,Call Center,12.588784,Two-Door Car,Medsize,A,1,0,"(0.098, 104.085]"
SO40738,California,9406.381948,No,Basic,High School or Below,2/10/11,Employed,F,"(68532.8, 99981.0]",Rural,Single,117,27.0,27,0.0,3,Corporate Auto,Corporate L3,Offer3,Web,75.302707,SUV,Medsize,A,2,0,"(0.098, 104.085]"
CN13435,California,5493.698779,No,Basic,College,1/10/11,Employed,F,"(25820.0, 44428.0]",Urban,Married,68,13.0,22,0.0,8,Personal Auto,Personal L3,Offer4,Call Center,185.291566,Four-Door Car,Medsize,M,1,0,"(104.085, 212.799]"
NC47038,Arizona,8788.532018,No,Basic,High School or Below,1/10/11,Employed,M,"(68532.8, 99981.0]",Suburban,Married,110,3.0,64,0.0,8,Personal Auto,Personal L2,Offer2,Agent,771.39748,SUV,Medsize,A,1,0,"(599.062, 773.434]"
XR70252,California,4788.932598,No,Basic,High School or Below,2/22/11,Unemployed,F,"(-0.001, 25820.0]",Suburban,Married,67,2.0,49,1.0,3,Personal Auto,Personal L2,Offer2,Web,321.6,Two-Door Car,Medsize,M,2,0,"(302.4, 334.039]"
WC42895,California,22110.39804,No,Basic,Bachelor,2/13/11,Employed,F,"(44428.0, 68532.8]",Rural,Single,70,13.0,66,0.0,2,Personal Auto,Personal L3,Offer2,Agent,14.518312,Four-Door Car,Medsize,A,2,0,"(0.098, 104.085]"
VJ73478,Oregon,4058.668736,No,Basic,Bachelor,2/22/11,Unemployed,M,"(-0.001, 25820.0]",Suburban,Single,117,13.0,69,0.0,1,Personal Auto,Personal L1,Offer3,Web,842.4,Sports Car,Medsize,A,2,0,"(773.434, 2893.24]"
LJ15849,Arizona,3554.845264,Yes,Extended,Master,1/10/11,Employed,F,"(44428.0, 68532.8]",Rural,Married,88,4.0,83,0.0,1,Personal Auto,Personal L2,Offer1,Branch,55.510526,Four-Door Car,Large,A,1,1,"(0.098, 104.085]"
XS98744,Oregon,5096.673223,Yes,Basic,Master,1/28/11,Disabled,F,"(-0.001, 25820.0]",Suburban,Divorced,65,9.0,81,0.0,3,Special Auto,Special L1,Offer1,Agent,312.0,Four-Door Car,Small,A,1,1,"(302.4, 334.039]"
DP50640,California,2548.842787,No,Basic,Bachelor,1/5/11,Employed,M,"(44428.0, 68532.8]",Suburban,Married,65,6.0,35,0.0,1,Personal Auto,Personal L3,Offer2,Call Center,312.0,Four-Door Car,Small,M,1,0,"(302.4, 334.039]"
FG47217,California,2538.857089,No,Basic,Bachelor,2/11/11,Employed,M,"(68532.8, 99981.0]",Suburban,Married,63,1.0,56,0.0,1,Special Auto,Special L2,Offer1,Agent,302.4,Four-Door Car,Medsize,M,2,0,"(212.799, 302.4]"
TY87896,California,11875.89915,No,Basic,High School or Below,1/23/11,Unemployed,M,"(-0.001, 25820.0]",Suburban,Married,108,23.0,55,0.0,2,Personal Auto,Personal L2,Offer2,Branch,518.4,SUV,Medsize,M,1,0,"(513.6, 599.062]"
LC86277,Oregon,3336.219942,No,Extended,High School or Below,1/6/11,Disabled,M,"(-0.001, 25820.0]",Suburban,Married,89,6.0,6,0.0,1,Corporate Auto,Corporate L3,Offer2,Call Center,640.8,Four-Door Car,Medsize,A,1,0,"(599.062, 773.434]"
FR34560,Oregon,2506.263939,No,Basic,Master,2/23/11,Medical Leave,F,"(-0.001, 25820.0]",Suburban,Divorced,66,4.0,3,0.0,1,Corporate Auto,Corporate L3,Offer1,Web,316.8,Four-Door Car,Medsize,M,2,0,"(302.4, 334.039]"
SZ94413,California,3286.440915,No,Extended,High School or Below,2/28/11,Employed,M,"(25820.0, 44428.0]",Urban,Married,84,6.0,34,0.0,1,Personal Auto,Personal L2,Offer2,Agent,225.654806,Four-Door Car,Medsize,A,2,0,"(212.799, 302.4]"
LR79755,California,2862.180262,No,Basic,College,1/15/11,Employed,M,"(68532.8, 99981.0]",Urban,Divorced,72,20.0,64,0.0,1,Personal Auto,Personal L3,Offer2,Branch,267.415871,Four-Door Car,Medsize,M,1,0,"(212.799, 302.4]"
KA95976,California,5392.502531,No,Basic,High School or Below,1/18/11,Employed,F,"(68532.8, 99981.0]",Urban,Married,68,16.0,67,3.0,7,Personal Auto,Personal L3,Offer1,Branch,265.516965,Four-Door Car,Medsize,M,1,0,"(212.799, 302.4]"
PN21042,Arizona,4538.847818,No,Basic,Bachelor,2/17/11,Employed,M,"(68532.8, 99981.0]",Rural,Single,116,5.0,62,0.0,1,Personal Auto,Personal L3,Offer1,Call Center,0.382107,Sports Car,Medsize,M,2,0,"(0.098, 104.085]"
JB76199,Oregon,2415.415525,No,Basic,College,2/14/11,Employed,F,"(25820.0, 44428.0]",Suburban,Married,61,12.0,5,0.0,1,Corporate Auto,Corporate L3,Offer2,Call Center,409.88696,Four-Door Car,Small,A,2,0,"(383.945, 453.6]"
IK92617,Oregon,11628.73401,No,Extended,Bachelor,2/11/11,Employed,F,"(68532.8, 99981.0]",Urban,Married,96,3.0,61,0.0,2,Personal Auto,Personal L3,Offer1,Agent,298.362415,Four-Door Car,Small,A,2,0,"(212.799, 302.4]"
FK95213,California,18611.45356,No,Extended,Master,1/16/11,Employed,F,"(44428.0, 68532.8]",Urban,Married,232,27.0,57,0.0,7,Personal Auto,Personal L3,Offer2,Web,1021.654003,Luxury SUV,Medsize,A,1,0,"(773.434, 2893.24]"
YB96664,Washington,4974.801539,Yes,Basic,Bachelor,1/18/11,Employed,M,"(68532.8, 99981.0]",Suburban,Divorced,65,5.0,68,3.0,9,Corporate Auto,Corporate L3,Offer2,Branch,467.803638,Two-Door Car,Medsize,M,1,1,"(453.6, 513.6]"
EG97649,Oregon,3451.10244,No,Basic,College,1/31/11,Unemployed,F,"(-0.001, 25820.0]",Suburban,Divorced,104,19.0,65,2.0,1,Personal Auto,Personal L1,Offer1,Branch,499.2,SUV,Small,M,1,0,"(453.6, 513.6]"
EF41225,California,14627.92807,No,Extended,College,2/19/11,Employed,F,"(25820.0, 44428.0]",Suburban,Married,121,12.0,38,0.0,2,Personal Auto,Personal L3,Offer3,Web,580.8,SUV,Medsize,M,2,0,"(513.6, 599.062]"
XO92596,California,6005.847375,Yes,Extended,College,2/23/11,Retired,M,"(-0.001, 25820.0]",Suburban,Single,86,21.0,35,0.0,3,Personal Auto,Personal L3,Offer1,Agent,412.8,Four-Door Car,Medsize,A,2,1,"(383.945, 453.6]"
DY34902,Oregon,5168.152276,No,Basic,High School or Below,1/9/11,Employed,F,"(68532.8, 99981.0]",Suburban,Single,64,3.0,45,0.0,8,Corporate Auto,Corporate L2,Offer2,Branch,307.2,Four-Door Car,Small,M,1,0,"(302.4, 334.039]"
LH94176,Arizona,8203.221246,No,Basic,High School or Below,1/4/11,Employed,M,"(25820.0, 44428.0]",Suburban,Divorced,74,5.0,42,3.0,2,Personal Auto,Personal L3,Offer1,Branch,415.550209,Four-Door Car,Medsize,A,1,0,"(383.945, 453.6]"
EC51047,California,8915.172898,No,Extended,Bachelor,1/23/11,Employed,F,"(25820.0, 44428.0]",Suburban,Single,81,15.0,22,3.0,2,Personal Auto,Personal L2,Offer2,Agent,548.321886,Four-Door Car,Small,A,1,0,"(513.6, 599.062]"
OB63331,Arizona,2813.50617,No,Basic,Doctor,1/27/11,Employed,F,"(44428.0, 68532.8]",Suburban,Married,70,34.0,77,0.0,1,Corporate Auto,Corporate L1,Offer2,Web,350.65008,Four-Door Car,Small,A,1,0,"(334.039, 383.945]"
RC61383,Oregon,11925.71535,No,Basic,High School or Below,1/17/11,Employed,M,"(25820.0, 44428.0]",Suburban,Single,104,14.0,37,0.0,2,Personal Auto,Personal L2,Offer4,Branch,631.594469,SUV,Small,A,1,0,"(599.062, 773.434]"
EU59853,California,4126.61326,No,Premium,College,2/20/11,Employed,M,"(25820.0, 44428.0]",Rural,Married,107,11.0,48,1.0,1,Personal Auto,Personal L3,Offer4,Branch,220.644418,Four-Door Car,Medsize,A,2,0,"(212.799, 302.4]"
